@relation wearable_data

@attribute ﻿Time {0:00:00,0:10:00,0:20:00,0:30:00,0:40:00,0:50:00,1:00:00,1:10:00,1:20:00,1:30:00,1:40:00,1:50:00,2:00:00,2:10:00,2:20:00,2:30:00,2:40:00,2:50:00,3:00:00,3:10:00,3:20:00,3:30:00,3:40:00,3:50:00,4:00:00,4:10:00,4:20:00,4:30:00,4:40:00,4:50:00,5:00:00,5:10:00,5:20:00,5:30:00,5:40:00,5:50:00,6:00:00,6:10:00,6:20:00,6:30:00,6:40:00,6:50:00,7:00:00,7:10:00,7:20:00,7:30:00,7:40:00,7:50:00,8:00:00,8:10:00,8:20:00,8:30:00,8:40:00,8:50:00,9:00:00,9:10:00,9:20:00,9:30:00,9:40:00,9:50:00,10:00:00,10:10:00,10:20:00,10:30:00,10:40:00,10:50:00,11:00:00,11:10:00,11:20:00,11:30:00,11:40:00,11:50:00,12:00:00,12:10:00,12:20:00,12:30:00,12:40:00,12:50:00,13:00:00,13:10:00,13:20:00,13:30:00,13:40:00,13:50:00,14:00:00,14:10:00,14:20:00,14:30:00,14:40:00,14:50:00,15:00:00,15:10:00,15:20:00,15:30:00,15:40:00,15:50:00,16:00:00,16:10:00,16:20:00,16:30:00,16:40:00,16:50:00,17:00:00,17:10:00,17:20:00,17:30:00,17:40:00,17:50:00,18:00:00,18:10:00,18:20:00,18:30:00,18:40:00,18:50:00,19:00:00,19:10:00,19:20:00,19:30:00,19:40:00,19:50:00,20:00:00,20:10:00,20:20:00,20:30:00,20:40:00,20:50:00,21:00:00,21:10:00,21:20:00,21:30:00,21:40:00,21:50:00,22:00:00,22:10:00,22:20:00,22:30:00,22:40:00,22:50:00,23:00:00,23:10:00,23:20:00,23:30:00,23:40:00,23:50:00}
@attribute HeartRate numeric
@attribute SpO2 numeric

@data
12:50:00,138,89
13:00:00,88,88
13:10:00,104,92
13:20:00,171,88
13:30:00,151,100
13:40:00,132,96
13:50:00,155,86
14:00:00,154,87
14:10:00,115,87
14:20:00,131,85
14:30:00,127,88
14:40:00,133,97
14:50:00,86,95
15:00:00,163,88
15:10:00,161,91
15:20:00,150,90
15:30:00,133,86
15:40:00,91,97
15:50:00,172,92
16:00:00,160,98
16:10:00,127,99
16:20:00,126,97
16:30:00,172,97
16:40:00,113,100
16:50:00,177,95
17:00:00,114,88
17:10:00,105,98
17:20:00,80,88
17:30:00,160,97
17:40:00,133,90
17:50:00,150,95
18:00:00,133,87
18:10:00,81,87
18:20:00,167,93
18:30:00,150,89
18:40:00,130,88
18:50:00,175,91
19:00:00,157,88
19:10:00,92,94
19:20:00,132,86
19:30:00,119,99
19:40:00,157,94
19:50:00,90,96
20:00:00,168,92
20:10:00,154,86
20:20:00,143,91
20:30:00,96,86
20:40:00,105,92
20:50:00,155,97
21:00:00,135,99
21:10:00,112,97
21:20:00,118,85
21:30:00,104,87
21:40:00,100,100
21:50:00,129,96
22:00:00,175,98
22:10:00,92,86
22:20:00,161,97
22:30:00,160,99
22:40:00,179,88
22:50:00,132,90
23:00:00,112,99
23:10:00,100,91
23:20:00,115,85
23:30:00,102,91
23:40:00,102,86
23:50:00,135,89
0:00:00,135,94
0:10:00,149,98
0:20:00,87,99
0:30:00,145,85
0:40:00,170,100
0:50:00,137,95
1:00:00,111,93
1:10:00,153,97
1:20:00,140,87
1:30:00,170,90
1:40:00,122,86
1:50:00,162,94
2:00:00,131,87
2:10:00,142,87
2:20:00,97,93
2:30:00,134,85
2:40:00,114,92
2:50:00,138,96
3:00:00,84,94
3:10:00,101,100
3:20:00,102,96
3:30:00,105,94
3:40:00,162,90
3:50:00,102,93
4:00:00,143,98
4:10:00,111,96
4:20:00,83,87
4:30:00,174,97
4:40:00,133,87
4:50:00,175,97
5:00:00,103,95
5:10:00,89,93
5:20:00,173,95
5:30:00,122,94
5:40:00,93,87
5:50:00,179,90
6:00:00,115,90
6:10:00,84,86
6:20:00,108,91
6:30:00,175,96
6:40:00,143,97
6:50:00,88,100
7:00:00,133,98
7:10:00,112,96
7:20:00,118,95
7:30:00,82,89
7:40:00,170,98
7:50:00,91,86
8:00:00,84,98
8:10:00,81,94
8:20:00,122,93
8:30:00,141,93
8:40:00,150,95
8:50:00,87,98
9:00:00,139,90
9:10:00,156,96
9:20:00,93,86
9:30:00,162,85
9:40:00,142,96
9:50:00,133,89
10:00:00,144,87
10:10:00,128,94
10:20:00,167,92
10:30:00,115,95
10:40:00,95,87
10:50:00,122,85
11:00:00,137,88
11:10:00,164,95
11:20:00,91,92
11:30:00,83,91
11:40:00,81,93
11:50:00,167,94
12:00:00,136,94
12:10:00,110,86
12:20:00,121,87
12:30:00,147,87
12:40:00,90,92
12:50:00,176,99
13:00:00,81,98
13:10:00,118,91
13:20:00,81,98
13:30:00,136,93
13:40:00,117,100
13:50:00,117,91
14:00:00,151,95
14:10:00,102,98
14:20:00,84,97
14:30:00,89,96
14:40:00,136,92
14:50:00,136,92
15:00:00,142,91
15:10:00,101,98
15:20:00,94,96
15:30:00,104,93
15:40:00,171,96
15:50:00,81,85
16:00:00,122,94
16:10:00,89,91
16:20:00,155,93
16:30:00,93,99
16:40:00,127,100
16:50:00,169,100
17:00:00,129,95
17:10:00,158,85
17:20:00,92,93
17:30:00,100,93
17:40:00,148,89
17:50:00,170,90
18:00:00,168,92
18:10:00,83,92
18:20:00,131,91
18:30:00,129,91
18:40:00,90,93
18:50:00,151,94
19:00:00,110,91
19:10:00,169,100
19:20:00,171,96
19:30:00,129,86
19:40:00,129,89
19:50:00,113,93
20:00:00,84,91
20:10:00,107,99
20:20:00,148,97
20:30:00,111,94
20:40:00,83,92
20:50:00,149,87
21:00:00,110,96
21:10:00,177,100
21:20:00,92,98
21:30:00,114,88
21:40:00,179,100
21:50:00,117,91
22:00:00,157,92
22:10:00,147,90
22:20:00,159,91
22:30:00,161,95
22:40:00,106,89
22:50:00,131,91
23:00:00,85,87
23:10:00,100,86
23:20:00,109,93
23:30:00,154,88
23:40:00,148,88
23:50:00,118,87
0:00:00,180,97
0:10:00,124,93
0:20:00,156,93
0:30:00,95,100
0:40:00,88,93
0:50:00,104,95
1:00:00,147,90
1:10:00,106,98
1:20:00,157,95
1:30:00,133,94
1:40:00,128,96
1:50:00,126,100
2:00:00,115,94
2:10:00,80,92
2:20:00,104,85
2:30:00,109,97
2:40:00,159,98
2:50:00,128,88
3:00:00,151,100
3:10:00,179,89
3:20:00,87,94
3:30:00,119,87
3:40:00,90,86
3:50:00,169,100
4:00:00,173,99
4:10:00,105,99
4:20:00,166,85
4:30:00,164,99
4:40:00,122,87
4:50:00,136,87
5:00:00,85,94
5:10:00,124,99
5:20:00,114,90
5:30:00,161,100
5:40:00,141,86
5:50:00,132,98
6:00:00,122,95
6:10:00,94,96
6:20:00,125,93
6:30:00,146,89
6:40:00,149,96
6:50:00,136,88
7:00:00,145,95
7:10:00,121,91
7:20:00,86,92
7:30:00,123,98
7:40:00,167,93
7:50:00,88,85
8:00:00,128,95
8:10:00,120,96
8:20:00,177,88
8:30:00,107,99
8:40:00,107,89
8:50:00,97,89
9:00:00,142,91
9:10:00,113,85
9:20:00,148,91
9:30:00,145,88
9:40:00,100,93
9:50:00,169,98
10:00:00,170,96
10:10:00,167,96
10:20:00,107,85
10:30:00,92,95
10:40:00,140,96
10:50:00,118,97
11:00:00,133,89
11:10:00,168,97
11:20:00,85,91
11:30:00,161,99
11:40:00,142,96
11:50:00,95,92
12:00:00,107,87
12:10:00,117,88
12:20:00,143,96
12:30:00,152,99
12:40:00,97,93
12:50:00,126,99
13:00:00,177,97
13:10:00,134,88
13:20:00,115,98
13:30:00,162,100
13:40:00,173,100
13:50:00,170,91
14:00:00,146,88
14:10:00,113,88
14:20:00,96,98
14:30:00,94,89
14:40:00,155,92
14:50:00,112,85
15:00:00,111,91
15:10:00,151,85
15:20:00,82,88
15:30:00,164,94
15:40:00,170,96
15:50:00,84,99
16:00:00,174,96
16:10:00,159,100
16:20:00,103,99
16:30:00,92,94
16:40:00,166,90
16:50:00,151,91
17:00:00,172,89
17:10:00,150,99
17:20:00,102,98
17:30:00,159,99
17:40:00,100,87
17:50:00,93,85
18:00:00,132,93
18:10:00,176,95
18:20:00,125,93
18:30:00,130,91
18:40:00,171,99
18:50:00,102,88
19:00:00,94,91
19:10:00,162,85
19:20:00,120,100
19:30:00,105,100
19:40:00,124,93
19:50:00,95,100
20:00:00,140,99
20:10:00,80,92
20:20:00,179,93
20:30:00,152,85
20:40:00,179,86
20:50:00,163,85
21:00:00,164,87
21:10:00,96,99
21:20:00,100,91
21:30:00,83,98
21:40:00,122,90
21:50:00,171,100
22:00:00,139,98
22:10:00,97,92
22:20:00,100,87
22:30:00,111,89
22:40:00,86,94
22:50:00,137,91
23:00:00,156,86
23:10:00,132,88
23:20:00,155,88
23:30:00,126,85
23:40:00,157,88
23:50:00,130,93
0:00:00,157,93
0:10:00,121,85
0:20:00,87,99
0:30:00,92,98
0:40:00,116,87
0:50:00,99,99
1:00:00,117,95
1:10:00,141,99
1:20:00,134,87
1:30:00,146,99
1:40:00,166,88
1:50:00,100,99
2:00:00,89,93
2:10:00,180,93
2:20:00,165,86
2:30:00,107,98
2:40:00,178,91
2:50:00,159,95
3:00:00,98,90
3:10:00,177,92
3:20:00,126,93
3:30:00,151,98
3:40:00,167,100
3:50:00,81,96
4:00:00,121,92
4:10:00,88,92
4:20:00,114,97
4:30:00,95,95
4:40:00,124,91
4:50:00,119,86
5:00:00,90,91
5:10:00,180,85
5:20:00,93,96
5:30:00,157,91
5:40:00,176,87
5:50:00,97,85
6:00:00,179,97
6:10:00,144,95
6:20:00,112,88
6:30:00,118,86
6:40:00,138,95
6:50:00,170,86
7:00:00,101,86
7:10:00,94,93
7:20:00,148,94
7:30:00,165,85
7:40:00,167,91
7:50:00,162,88
8:00:00,170,95
8:10:00,144,90
8:20:00,86,100
8:30:00,105,94
8:40:00,82,85
8:50:00,176,100
9:00:00,121,94
9:10:00,137,90
9:20:00,144,93
9:30:00,150,93
9:40:00,176,100
9:50:00,113,98
10:00:00,169,86
10:10:00,119,97
10:20:00,106,86
10:30:00,146,87
10:40:00,93,99
10:50:00,180,90
11:00:00,123,99
11:10:00,97,94
11:20:00,134,97
11:30:00,89,89
11:40:00,108,94
11:50:00,134,96
12:00:00,126,89
12:10:00,106,100
12:20:00,106,92
12:30:00,104,94
12:40:00,177,90
12:50:00,135,97
13:00:00,120,95
13:10:00,84,95
13:20:00,110,97
13:30:00,112,89
13:40:00,125,86
13:50:00,173,96
14:00:00,148,100
14:10:00,121,86
14:20:00,143,100
14:30:00,163,86
14:40:00,144,94
14:50:00,99,92
15:00:00,136,89
15:10:00,98,86
15:20:00,121,97
15:30:00,123,99
15:40:00,104,92
15:50:00,129,88
16:00:00,98,94
16:10:00,102,89
16:20:00,106,89
16:30:00,123,100
16:40:00,138,87
16:50:00,135,85
17:00:00,92,86
17:10:00,103,97
17:20:00,114,91
17:30:00,168,100
17:40:00,151,86
17:50:00,135,85
18:00:00,169,97
18:10:00,171,85
18:20:00,168,90
18:30:00,155,95
18:40:00,116,87
18:50:00,83,98
19:00:00,161,93
19:10:00,110,86
19:20:00,123,91
19:30:00,104,88
19:40:00,162,100
19:50:00,110,96
20:00:00,167,92
20:10:00,158,98
20:20:00,131,98
20:30:00,144,91
20:40:00,176,87
20:50:00,152,96
21:00:00,118,88
21:10:00,119,97
21:20:00,102,93
21:30:00,84,90
21:40:00,127,92
21:50:00,144,97
22:00:00,125,86
22:10:00,166,92
22:20:00,80,89
22:30:00,167,86
22:40:00,162,89
22:50:00,117,93
23:00:00,134,100
23:10:00,160,99
23:20:00,114,94
23:30:00,140,97
23:40:00,112,94
23:50:00,105,100
0:00:00,176,88
0:10:00,153,86
0:20:00,146,98
0:30:00,169,85
0:40:00,110,96
0:50:00,139,93
1:00:00,166,91
1:10:00,102,93
1:20:00,130,85
1:30:00,161,97
1:40:00,153,85
1:50:00,159,89
2:00:00,141,94
2:10:00,85,87
2:20:00,129,90
2:30:00,116,87
2:40:00,162,87
2:50:00,141,85
3:00:00,132,93
3:10:00,170,89
3:20:00,88,94
3:30:00,175,91
3:40:00,177,92
3:50:00,127,92
4:00:00,149,89
4:10:00,179,93
4:20:00,93,92
4:30:00,102,92
4:40:00,128,85
4:50:00,170,100
5:00:00,136,85
5:10:00,100,100
5:20:00,127,92
5:30:00,99,98
5:40:00,151,90
5:50:00,104,99
6:00:00,162,88
6:10:00,116,86
6:20:00,82,86
6:30:00,148,91
6:40:00,92,85
6:50:00,172,96
7:00:00,105,89
7:10:00,124,98
7:20:00,112,92
7:30:00,144,100
7:40:00,167,92
7:50:00,164,90
8:00:00,158,98
8:10:00,82,97
8:20:00,141,100
8:30:00,136,93
8:40:00,159,96
8:50:00,139,85
9:00:00,175,90
9:10:00,140,98
9:20:00,157,96
9:30:00,87,88
9:40:00,151,88
9:50:00,140,94
10:00:00,109,88
10:10:00,174,91
10:20:00,96,85
10:30:00,134,88
10:40:00,128,96
10:50:00,175,88
11:00:00,175,86
11:10:00,85,99
11:20:00,173,95
11:30:00,148,96
11:40:00,110,90
11:50:00,143,97
12:00:00,136,98
12:10:00,88,87
12:20:00,131,95
12:30:00,115,99
12:40:00,172,86
12:50:00,130,89
13:00:00,127,95
13:10:00,89,93
13:20:00,124,92
13:30:00,93,88
13:40:00,177,88
13:50:00,160,88
14:00:00,107,91
14:10:00,153,87
14:20:00,141,88
14:30:00,116,94
14:40:00,140,93
14:50:00,80,99
15:00:00,144,96
15:10:00,80,90
15:20:00,93,97
15:30:00,88,91
15:40:00,152,88
15:50:00,84,90
16:00:00,159,96
16:10:00,103,93
16:20:00,101,99
16:30:00,171,95
16:40:00,97,95
16:50:00,127,94
17:00:00,167,92
17:10:00,81,87
17:20:00,115,100
17:30:00,140,93
17:40:00,167,98
17:50:00,130,87
18:00:00,120,98
18:10:00,179,86
18:20:00,118,85
18:30:00,155,93
18:40:00,129,93
18:50:00,109,98
19:00:00,129,99
19:10:00,147,99
19:20:00,153,99
19:30:00,108,100
19:40:00,145,85
19:50:00,93,92
20:00:00,153,99
20:10:00,92,98
20:20:00,135,100
20:30:00,108,86
20:40:00,155,89
20:50:00,88,95
21:00:00,131,86
21:10:00,157,99
21:20:00,151,90
21:30:00,175,96
21:40:00,149,97
21:50:00,163,96
22:00:00,169,87
22:10:00,118,89
22:20:00,88,90
22:30:00,172,99
22:40:00,171,100
22:50:00,98,95
23:00:00,84,87
23:10:00,93,87
23:20:00,177,90
23:30:00,106,97
23:40:00,127,86
23:50:00,86,90
0:00:00,108,93
0:10:00,108,91
0:20:00,130,90
0:30:00,152,93
0:40:00,101,98
0:50:00,81,92
1:00:00,148,85
1:10:00,173,97
1:20:00,102,96
1:30:00,142,100
1:40:00,83,94
1:50:00,96,85
2:00:00,85,99
2:10:00,178,99
2:20:00,173,88
2:30:00,101,88
2:40:00,134,90
2:50:00,109,96
3:00:00,132,93
3:10:00,166,85
3:20:00,144,86
3:30:00,97,88
3:40:00,150,96
3:50:00,82,96
4:00:00,162,96
4:10:00,110,87
4:20:00,101,99
4:30:00,148,88
4:40:00,154,88
4:50:00,97,85
5:00:00,125,100
5:10:00,138,89
5:20:00,115,95
5:30:00,148,87
5:40:00,176,97
5:50:00,127,88
6:00:00,90,88
6:10:00,141,88
6:20:00,103,89
6:30:00,100,93
6:40:00,85,90
6:50:00,151,100
7:00:00,158,92
7:10:00,146,94
7:20:00,90,93
7:30:00,179,98
7:40:00,110,88
7:50:00,108,94
8:00:00,167,99
8:10:00,89,95
8:20:00,88,87
8:30:00,162,96
8:40:00,90,100
8:50:00,126,91
9:00:00,143,95
9:10:00,88,98
9:20:00,164,85
9:30:00,128,94
9:40:00,84,94
9:50:00,80,93
10:00:00,122,88
10:10:00,112,88
10:20:00,123,85
10:30:00,123,98
10:40:00,86,100
10:50:00,165,94
11:00:00,159,85
11:10:00,105,96
11:20:00,121,97
11:30:00,147,88
11:40:00,100,93
11:50:00,125,96
12:00:00,111,91
12:10:00,168,98
12:20:00,126,87
12:30:00,148,92
12:40:00,163,85
12:50:00,152,87
13:00:00,105,93
13:10:00,167,92
13:20:00,168,86
13:30:00,100,96
13:40:00,132,87
13:50:00,139,92
14:00:00,149,97
14:10:00,166,93
14:20:00,105,98
14:30:00,132,89
14:40:00,115,86
14:50:00,106,96
15:00:00,137,90
15:10:00,145,95
15:20:00,103,90
15:30:00,113,97
15:40:00,139,96
15:50:00,116,89
16:00:00,149,90
16:10:00,99,87
16:20:00,90,90
16:30:00,114,88
16:40:00,99,89
16:50:00,134,93
17:00:00,126,91
17:10:00,105,93
17:20:00,171,100
17:30:00,142,91
17:40:00,154,95
17:50:00,133,87
18:00:00,169,89
18:10:00,105,90
18:20:00,102,85
18:30:00,145,97
18:40:00,180,89
18:50:00,80,94
19:00:00,94,85
19:10:00,139,97
19:20:00,157,92
19:30:00,170,89
19:40:00,93,93
19:50:00,91,87
20:00:00,108,100
20:10:00,111,87
20:20:00,145,86
20:30:00,132,100
20:40:00,96,94
20:50:00,81,92
21:00:00,162,92
21:10:00,126,95
21:20:00,125,97
21:30:00,88,87
21:40:00,170,87
21:50:00,160,95
22:00:00,158,90
22:10:00,104,91
22:20:00,160,88
22:30:00,133,85
22:40:00,114,88
22:50:00,177,93
23:00:00,155,86
23:10:00,87,86
23:20:00,102,89
23:30:00,120,92
23:40:00,154,92
23:50:00,180,93
0:00:00,145,96
0:10:00,116,94
0:20:00,146,96
0:30:00,119,97
0:40:00,85,89
0:50:00,167,85
1:00:00,142,100
1:10:00,176,90
1:20:00,157,86
1:30:00,115,99
1:40:00,155,93
1:50:00,97,97
2:00:00,158,99
2:10:00,117,92
2:20:00,80,88
2:30:00,99,99
2:40:00,95,99
2:50:00,175,87
3:00:00,170,96
3:10:00,162,100
3:20:00,175,85
3:30:00,103,99
3:40:00,151,100
3:50:00,155,89
4:00:00,178,96
4:10:00,155,97
4:20:00,154,94
4:30:00,151,86
4:40:00,160,99
4:50:00,179,85
5:00:00,166,85
5:10:00,120,99
5:20:00,140,94
5:30:00,95,87
5:40:00,151,92
5:50:00,132,87
6:00:00,109,94
6:10:00,114,100
6:20:00,93,100
6:30:00,143,85
6:40:00,119,97
6:50:00,87,85
7:00:00,103,92
7:10:00,98,99
7:20:00,101,100
7:30:00,122,96
7:40:00,120,94
7:50:00,101,87
8:00:00,148,94
8:10:00,161,93
8:20:00,85,100
8:30:00,178,97
8:40:00,93,100
8:50:00,119,100
9:00:00,87,92
9:10:00,149,85
9:20:00,172,100
9:30:00,90,98
9:40:00,149,97
9:50:00,148,100
10:00:00,161,89
10:10:00,118,97
10:20:00,131,86
10:30:00,144,89
10:40:00,123,85
10:50:00,133,86
11:00:00,103,97
11:10:00,100,90
11:20:00,93,94
11:30:00,93,85
11:40:00,174,94
11:50:00,126,96
12:00:00,107,92
12:10:00,152,98
12:20:00,165,85
12:30:00,121,96
12:40:00,128,99
12:50:00,178,99
13:00:00,97,87
13:10:00,144,89
13:20:00,144,99
13:30:00,131,91
13:40:00,121,94
13:50:00,91,88
14:00:00,147,92
14:10:00,159,100
14:20:00,176,89
14:30:00,97,91
14:40:00,81,96
14:50:00,160,89
15:00:00,167,90
15:10:00,132,98
15:20:00,146,88
15:30:00,152,92
15:40:00,110,88
15:50:00,177,94
16:00:00,173,92
16:10:00,142,85
16:20:00,119,94
16:30:00,111,86
16:40:00,87,86
16:50:00,95,96
17:00:00,93,92
17:10:00,131,96
17:20:00,169,86
17:30:00,119,97
17:40:00,115,92
17:50:00,94,88
18:00:00,86,91
18:10:00,94,89
18:20:00,86,94
18:30:00,151,92
18:40:00,177,97
18:50:00,176,86
19:00:00,115,95
19:10:00,149,96
19:20:00,159,86
19:30:00,163,86
19:40:00,93,95
19:50:00,161,88
20:00:00,144,96
20:10:00,163,95
20:20:00,163,95
20:30:00,127,97
20:40:00,98,94
20:50:00,110,88
21:00:00,146,92
21:10:00,171,99
21:20:00,173,96
21:30:00,175,89
21:40:00,135,88
21:50:00,83,100
22:00:00,113,94
22:10:00,103,100
22:20:00,84,95
22:30:00,133,91
22:40:00,169,95
22:50:00,161,92
23:00:00,151,88
23:10:00,169,100
23:20:00,100,100
23:30:00,92,92
23:40:00,149,86
23:50:00,165,100
0:00:00,103,97
0:10:00,154,85
0:20:00,121,88
0:30:00,179,93
0:40:00,135,85
0:50:00,103,87
1:00:00,129,100
1:10:00,145,96
1:20:00,86,99
1:30:00,91,88
1:40:00,136,99
1:50:00,152,95
2:00:00,165,90
2:10:00,123,89
2:20:00,168,86
2:30:00,89,91
2:40:00,141,90
2:50:00,136,100
3:00:00,92,96
3:10:00,171,96
3:20:00,176,92
3:30:00,155,97
3:40:00,104,98
3:50:00,165,94
4:00:00,155,98
4:10:00,133,90
4:20:00,130,90
4:30:00,161,90
4:40:00,155,96
4:50:00,167,92
5:00:00,114,93
5:10:00,170,100
5:20:00,169,88
5:30:00,84,90
5:40:00,134,89
5:50:00,130,87
6:00:00,125,87
6:10:00,108,89
6:20:00,153,98
6:30:00,129,98
6:40:00,133,85
6:50:00,146,93
7:00:00,151,99
7:10:00,164,91
7:20:00,129,92
7:30:00,150,95
7:40:00,170,96
7:50:00,164,100
8:00:00,93,99
8:10:00,174,90
8:20:00,165,85
8:30:00,86,97
8:40:00,159,98
8:50:00,102,95
9:00:00,170,97
9:10:00,150,100
9:20:00,140,86
9:30:00,154,95
9:40:00,119,91
9:50:00,86,87
10:00:00,170,88
10:10:00,152,88
10:20:00,118,100
10:30:00,164,93
10:40:00,94,97
10:50:00,97,94
11:00:00,158,95
11:10:00,131,94
11:20:00,109,97
11:30:00,135,85
11:40:00,153,96
11:50:00,143,91
12:00:00,108,89
12:10:00,138,97
12:20:00,136,87
12:30:00,102,92
12:40:00,144,98
12:50:00,147,88
13:00:00,176,93
13:10:00,108,98
13:20:00,165,86
13:30:00,170,90
13:40:00,160,94
13:50:00,170,91
14:00:00,96,87
14:10:00,158,88
14:20:00,101,99
14:30:00,93,91
14:40:00,83,89
14:50:00,89,88
15:00:00,126,94
15:10:00,91,85
15:20:00,143,93
15:30:00,137,93
15:40:00,139,95
15:50:00,148,93
16:00:00,113,98
16:10:00,109,85
16:20:00,93,85
16:30:00,111,85
16:40:00,150,92
16:50:00,111,85
17:00:00,158,100
17:10:00,115,100
17:20:00,85,91
17:30:00,158,97
17:40:00,148,97
17:50:00,134,86
18:00:00,140,98
18:10:00,166,92
18:20:00,174,86
18:30:00,94,93
18:40:00,83,87
18:50:00,149,87
19:00:00,172,88
19:10:00,150,100
19:20:00,176,99
19:30:00,144,91
19:40:00,80,95
19:50:00,141,94
20:00:00,173,93
20:10:00,128,91
20:20:00,96,96
20:30:00,125,91
20:40:00,136,88
20:50:00,109,96
21:00:00,100,89
21:10:00,117,100
21:20:00,123,87
21:30:00,159,99
21:40:00,162,88
21:50:00,120,93
22:00:00,98,92
22:10:00,151,92
22:20:00,145,95
22:30:00,134,86
22:40:00,117,100
22:50:00,132,93
23:00:00,84,91
23:10:00,174,87
23:20:00,104,91
23:30:00,173,99
23:40:00,119,97
23:50:00,106,86
0:00:00,170,87
0:10:00,92,93
0:20:00,146,92
0:30:00,93,85
0:40:00,123,91
0:50:00,106,91
1:00:00,171,96
1:10:00,133,87
1:20:00,90,93
1:30:00,148,88
1:40:00,155,100
1:50:00,147,92
2:00:00,111,91
2:10:00,95,90
2:20:00,158,85
2:30:00,92,91
2:40:00,101,99
2:50:00,143,93
3:00:00,111,92
3:10:00,180,98
3:20:00,110,87
3:30:00,125,93
3:40:00,133,97
3:50:00,178,96
4:00:00,132,94
4:10:00,133,96
4:20:00,162,91
4:30:00,173,95
4:40:00,89,87
4:50:00,95,86
5:00:00,147,97
5:10:00,167,98
5:20:00,131,97
5:30:00,113,97
5:40:00,80,90
5:50:00,129,86
6:00:00,109,93
6:10:00,90,93
6:20:00,177,99
6:30:00,86,89
6:40:00,95,99
6:50:00,148,92
7:00:00,128,91
7:10:00,160,98
7:20:00,138,99
7:30:00,154,94
7:40:00,179,97
7:50:00,149,85
8:00:00,164,94
8:10:00,85,86
8:20:00,83,90
8:30:00,139,92
8:40:00,160,91
8:50:00,171,90
9:00:00,125,88
9:10:00,168,92
9:20:00,160,92
9:30:00,126,94
9:40:00,97,89
9:50:00,148,90
10:00:00,110,96
10:10:00,144,100
10:20:00,105,85
10:30:00,152,99
10:40:00,171,85
10:50:00,107,89
11:00:00,171,89
11:10:00,131,93
11:20:00,124,98
11:30:00,142,100
11:40:00,108,90
11:50:00,178,94
12:00:00,103,88
12:10:00,167,96
12:20:00,140,95
12:30:00,132,88
12:40:00,127,100
12:50:00,135,89
13:00:00,116,98
13:10:00,92,99
13:20:00,108,89
13:30:00,88,85
13:40:00,114,92
13:50:00,177,97
14:00:00,166,87
14:10:00,140,97
14:20:00,160,94
14:30:00,80,93
14:40:00,158,89
14:50:00,122,96
15:00:00,127,86
15:10:00,124,94
15:20:00,114,98
15:30:00,148,87
15:40:00,160,100
15:50:00,136,99
16:00:00,107,96
16:10:00,134,88
16:20:00,121,97
16:30:00,91,100
16:40:00,111,96
16:50:00,148,94
17:00:00,91,97
17:10:00,175,95
17:20:00,102,85
17:30:00,145,87
17:40:00,162,90
17:50:00,91,100
18:00:00,96,97
18:10:00,119,85
18:20:00,147,88
18:30:00,120,99
18:40:00,166,86
18:50:00,81,91
19:00:00,101,95
19:10:00,139,90
19:20:00,111,89
19:30:00,174,87
19:40:00,111,100
19:50:00,123,92
20:00:00,121,92
20:10:00,171,93
20:20:00,118,100
20:30:00,174,91
20:40:00,105,99
20:50:00,115,87
21:00:00,134,95
21:10:00,99,100
21:20:00,109,100
21:30:00,107,94
21:40:00,109,87
21:50:00,120,95
22:00:00,83,92
22:10:00,162,88
22:20:00,117,88
22:30:00,84,97
22:40:00,162,85
22:50:00,169,88
23:00:00,144,88
23:10:00,102,92
23:20:00,118,93
23:30:00,163,100
23:40:00,163,87
23:50:00,179,96
0:00:00,84,97
0:10:00,170,89
0:20:00,98,94
0:30:00,154,87
0:40:00,109,94
0:50:00,156,95
1:00:00,143,87
1:10:00,138,85
1:20:00,172,95
1:30:00,150,85
1:40:00,93,89
1:50:00,141,85
2:00:00,118,91
2:10:00,145,97
2:20:00,125,86
2:30:00,83,86
2:40:00,159,99
2:50:00,114,98
3:00:00,172,85
3:10:00,90,92
3:20:00,88,98
3:30:00,111,93
3:40:00,105,86
3:50:00,160,98
4:00:00,120,95
4:10:00,169,86
4:20:00,146,93
4:30:00,147,95
4:40:00,138,92
4:50:00,101,95
5:00:00,132,93
5:10:00,107,95
5:20:00,122,86
5:30:00,95,96
5:40:00,165,86
5:50:00,106,98
6:00:00,118,87
6:10:00,89,91
6:20:00,128,94
6:30:00,107,97
6:40:00,101,98
6:50:00,179,100
7:00:00,168,86
7:10:00,82,87
7:20:00,174,92
7:30:00,107,91
7:40:00,130,92
7:50:00,93,100
8:00:00,103,92
8:10:00,121,96
8:20:00,170,98
8:30:00,137,91
8:40:00,89,90
8:50:00,127,93
9:00:00,153,88
9:10:00,155,86
9:20:00,159,96
9:30:00,173,89
9:40:00,143,98
9:50:00,120,88
10:00:00,155,91
10:10:00,147,89
10:20:00,116,87
10:30:00,131,85
10:40:00,157,100
10:50:00,80,85
11:00:00,176,85
11:10:00,180,88
11:20:00,168,85
11:30:00,160,93
11:40:00,114,90
11:50:00,147,90
12:00:00,171,94
12:10:00,142,94
12:20:00,126,94
12:30:00,109,100
12:40:00,91,91
12:50:00,109,88
13:00:00,153,96
13:10:00,149,98
13:20:00,164,86
13:30:00,159,86
13:40:00,162,96
13:50:00,84,93
14:00:00,124,96
14:10:00,113,90
14:20:00,147,95
14:30:00,110,87
14:40:00,132,90
